,target,Subject,Precedence,Recievers_count,Sub_Unsub_link,Replied_mail,Content_type_html,Content_type_plain,Full_content,content_char,sub_char
16,1,roth conversion jumbo annuity sale,1,0.0,0,0,1,0,roth conversion jumbo annuity sale introducing roth conversion turnkey selling system top producing roth conversion agent sold jumbo annuity sale commission shared u secret selling roth conversion concept per input created roth conversion turnkey sale process system includes client postcard client brochure client worksheet perfect introducing roth conversion program full marketing presentation etc join u brand new sale presentation teleconference call monday wednesday friday noon pacific eastern,0.017260214114048503,0.0050580997949419
17,0,ximian apt repos,0,0.02702702702702703,1,1,0,1,server mentioned work problem rpm provided rpm list mailing list http list freshrpms net mailman listinfo rpm list redhat rpm http apt sunnmore net gnome rpm src http apt sunnmore net gnome redhat rpm http apt sunnmore net gnome rpm src http apt sunnmore net gnome thats correct line added source list repository apt get install gnome session still progressing apt get install gnome session another apt get upgrade package work gnome wohooooo look great tidy error message got mixer applet login biggie even old sawfish still work yet great work cant say anythign negative yet btw someone know nice repository please post em thanks advance che rpm list mailing list http list freshrpms net mailman listinfo rpm list rpm list mailing list http list freshrpms net mailman listinfo rpm list sun jul che,0.0273923967664409,0.002323991797676008
18,0,evil gerald online breaking news,1,0.0,0,0,1,0,get another fix ireland newspaper large dose breaking news evil gerald staff nextpart,0.0032226349136989293,0.005194805194805195
19,0,satalk debianized package sa im currently using woody debianized package sa woody least somewhere download soo long compiled stuff im sort shy try tanniel simonian programmer analyst iii ucr library http libsys ucr edu remembrance www osdn com spamassassin talk mailing list spamassassin talk list sourceforge net http list sourceforge net list listinfo spamassassin talk remembrance www osdn com spamassassin talk mailing list spamassassin talk list sourceforge net http list sourceforge net list listinfo spamassassin talk satalk debianized package sa,0,0.02702702702702703,1,1,0,1,successfully installed spamassassin razor run system wide debian woody server briefly apt get installed spamassassin razor libmilter dev downloaded spamass milter tar gz http www milter org ungzipped untarred file etc mail followed direction etc mail spamass milter readme compile milter install rc script edit update sendmail mc changed etc default spamassassin set spamassassin daemon mode verified spamassassin running tailing var log mail log woody stable sa woody unstable sa running stable source live right working well want unstable change etc apt source list substituting unstable stable run apt get update install unstable version change etc apt source list run apt get update quentin krengel krengel technology inc original message,0.023896657199038673,0.12549555707450444
20,1,free offer,1,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.002870813397129186
21,0,entrepreneur,0,0.02702702702702703,1,0,0,1,apparent quote dubya time sent dad http www timesonline co uk printfriendly html tony blair special relationship george bush considerable strain two disagree yassir arafat tenure leader palestinian authority blair started telling disparaging anecdote president baroness williams crosby recalled story told good friend tony blair recently brighton blair bush jacques chirac discussing economics particular decline french economy problem french bush confided blair word entrepreneur http xent com mailman listinfo fork http xent com mailman listinfo fork http xent com mailman listinfo fork well documented article study french tax law corporate governance financial oversight dont easily allow isos root almost entrepreneurialship easy flow capital new venture extremely large issue even debated widely france greg chuck murcko,0.029904959580511252,0.0017771701982228297
22,0,ilug cdrecord hard lock,0,0.02702702702702703,0,1,0,1,hi run fairly intractable problem wondering anybody could give pointer deal running debian woody pentium iii ide based system ricoh ide cd rewriter use using cdrecord scsi ide kernel module running kernel probably last weekend noticed downloaded patch installed new kernel real problem morning went burn cdrom system locked hard rebooting allowed cdburning work fine problem reproducible system least cdrecord command using cdrecord speed blank fast dev data bak iso blanking appears go ok try write data lock entire system ping outside even afaics system stop hard reset way back reboot cannot see anything useful logfiles var log message var log kern log var log syslog rate cdrecord scanbus work fine report two pseudo scsi device cdr drive cdrw lock occurs even blanking tried upgrading pre ac assumption kernel issue might fixed patch give error also downloaded compiled source cdrecord installed instead debian package wondering maybe compile option packager used maybe would cause problem still problem persisted anyway completely stumped google searching done much good little bit lost like know fix problem likely application kernel problem severity crash would make suspect kernel problem knowledgeable thing post description kernel mailing list appropriate course action tip beyond guideline kernel org like said lost one info gratefully received mick michael conry ph,0.05748852960454446,0.004921394395078605
23,1,limited time offer free membership,1,0.2702702702702703,0,0,0,0,cdt,5.462093074065981e-05,0.005604921394395078
24,0,please help newbie compile mplayer,0,0.02702702702702703,1,0,0,1,make sure rebuild root directory downloaded file also might complain dependency get freshrpms net except gcc find red hat cd red hat ftp rpmfind net rebuild source rpm install binary rpm usr src redhat rpm dependency met install mplayer rpm ivh mplayer fr rpm good go one last thing need win codecs found google create directory usr lib win place codecs good luck lance dl gcc libgcc still get error message try rpm rebuild recompile root dl root also thanks help idea going tried rpm rebuild mplayer fr src rpm get mplayer fr src lance,0.023077343237928774,0.0054682159945317835
25,0,umbrella,1,0.02702702702702703,0,0,0,1,wonderful blog post revelation tyco crooked ceo spent shower curtain umbrella stand coat hanger bedsheets wastebasket naturally assured possible pay shower curtain wastebasket good thing practically essential explain,0.009258247760541839,0.0021872863978127134
26,0,ximian apt repos,0,0.02702702702702703,1,1,0,1,server mentioned work problem rpm provided redhat rpm http apt sunnmore net gnome rpm src http apt sunnmore net gnome apt get install gnome session work failed fetch http apt sunnmore net gnome filename rpm found got earlier url say end work though installed gnome terminal impressed seom gtk apps rebuild put repository like gaim full session install besides huge want install stuff like kudzu parted know wrong dynamic configuration dependency hell indeed sun jul brian fahrlander,0.019690845532007867,0.002323991797676008
27,0,bad developer library problem software,0,0.0,1,1,0,1,test done return size sizeof using pointer include int main void char testbuff read like,0.0031407035175879394,0.007792207792207791
28,0,defcon key signing party,0,0.0,0,0,0,1,blank,0.00010924186148131964,0.00328092959671907
29,1,free sizzling ltc sale material,1,0.0,0,0,1,0,free sizzling ltc sale material ltc prospecting pamplets ltc scriptless flip chart long term care big myth long term care help client see fact figure needed order understand long term care insurance market help learn ltci actually important financial future free first appointment option long term care unique scriptless flip chart includes step sale presentation contrast value long term care insurance medicare medicaid family care showing ltci alternative make sense statistically prove importance ltci client twilight year free first application free pamphlet sample inquiry forget ask full portfolio senior product ltc annuity lead program medicare supplement ltci sale training final expense career opportunity call mail ltc advantage today please fill form information,0.028075158400699147,0.004511278195488721
30,1,make day sending email home,1,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.00683526999316473
31,1,sa urgent help,0,0.02702702702702703,1,0,0,0,base,8.193139611098972e-05,0.004101161995898838
32,1,earn high commission booking online,0,0.0,0,0,1,0,earn high commission booking online northstar travel medium llc mailpound com division smart travel technology inc provide travel professional information service marketing solution,0.005653266331658291,0.0054682159945317835
33,0,asteroid anyone,0,0.0,1,0,0,1,gordon mohr,0.0003277255844439589,0.002460697197539303
34,0,,0,0.02702702702702703,1,1,0,1,chris one typing control main chris window cause error getting copy updated cv since may sometime well christer sys admin medic message dimebox hal devore,0.006663753550360498,0.0
35,1,government guarantee success,1,0.0,0,0,1,0,secured investements earn nterest money guaranteed government government ecured tax cerificates,0.0030860825868472795,0.0046479835953520164
36,0,spambayes understanding high false negative rate,1,0.0,0,1,0,0,blank,0.00010924186148131964,0.00683526999316473
37,0,,0,0.02702702702702703,1,1,0,1,get trouble tar gz source file compilation work src rpm source file compilation manage src rpm file sorry remeber src rpm prompt package need complete compile rpmbuild rebuild target arch file src rpm jesse keating solution net mondo devteam www mondorescue org helpful let others fri oct vincent,0.011142669871094604,0.00041011619958988377
38,0,blank,1,0.0,0,0,0,0,pdt,5.462093074065981e-05,0.0005468215994531784
39,1,join web hottest fastest growing community,1,0.0,0,0,1,0,join web hottest fastest growing community hot guaranteed lose lb day slim patch weight loss patch get child support deserve free legal advice wonderful day offer manager nextpart ab dffead,0.006336027965916539,0.007655502392344497
40,0,men private sector,1,0.02702702702702703,0,0,0,1,tic government increase secondment energy arm construction industry try keep dark,0.0029222197946253002,0.0042378673957621325
41,1,new stock,1,0.02702702702702703,0,0,1,0,blank,0.00010924186148131964,0.0012303485987696513
42,0,sed united state roman empire,0,0.0,1,0,0,1,free trade free market proven ability lift whole society poverty socio political history buff anybody clear example probably living one able post cool aware u lifted population poverty happen wonder medium get idea wealth gap widening deepening aware anyone could use word free trade united state keep straight face owen gary lawrence murphy,0.01545772339960673,0.004784688995215311
43,0,david,0,0.0,1,0,0,1,ideal mailwall allow message passthrough many,0.001502075595368145,0.0006835269993164729
44,0,apple switch parody,1,0.02702702702702703,0,0,0,1,monkey switch ad funny huge smile face winner competition macrumors set via nathan,0.0031953244483285993,0.002870813397129186
45,0,process,0,0.02702702702702703,1,0,0,1,http reuters com news article jhtml type entertainmentnews storyid working loose knit fashion keep mekons exciting langford said mekons whole day job became drudgery said sometimes get bogged trapped usually pretty greasy enough bite leg squirm free run,0.009258247760541839,0.0009569377990430621
46,0,razor user intention,0,0.02702702702702703,1,1,0,0,kyrhq vysv aju,0.00040965698055494865,0.00328092959671907
47,0,spam map,0,0.02702702702702703,1,1,0,1,edt joe hate everybody one,0.0008466244264802271,0.0012303485987696513
48,1,got lead,1,0.02702702702702703,0,0,1,0,hey forwarding ad sent tried lead think use team think thanks john lead sale extended invited join co op lead sale extended recently put together lead co op specifically group able lock price little cent per lead lead normally per nbsp sign today get ur lead et work hav offer,0.012453572208870438,0.0013670539986329459
49,0,validation,1,0.02702702702702703,0,0,0,1,usly validated right criticism netscape v mozilla told netscape management netscape beta shipped without popup blocking cnet would write article believe care sure enough article appeared right time blogged two main annoyance installing netscape,0.009176316364430849,0.0013670539986329459
50,0,satalk protect individual m exchange mailbox,0,0.02702702702702703,1,0,0,1,rigged testing commit sitewide rollout spamassassin smtp relay work avoids sitewide change mail delivery early stage testing exchange server mail yourdomain com create new private smtp address nomorespam yourdomain com mailbox want protect remove old address create custom recipient old smtp address spammedalot yourdomain com create another custom recipient pointing local user spamassassin box killspam filtermail yourdomain com set first custom recipient forward mail second custom recipient must forward another address exchange directory spamassassin box filtermail yourdomain com set dummy user case killspam give killspam forward file pointing final recipient new private smtp address back exchange server message flow like,0.02539873279440682,0.006698564593301435
51,1,adv oil gas investment tgym,1,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.0042378673957621325
52,0,never cent,1,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.001640464798359535
53,0,adam dont job one see,0,0.0,1,1,0,1,groys gesheft zol er hobn mit shroyre vus er hot zol men bay im nit fregn un vos men fregt zol er nisht hobn aint truth nutin nice curse get shroyre though cest wed sep tom,0.005544024470176972,0.004101161995898838
54,0,ilug subject,0,0.02702702702702703,0,1,0,1,est,5.462093074065981e-05,0.0025974025974025974
55,1,reading child proven increase vocabulary obum,1,0.10810810810810811,0,0,1,0,message transferred trial version communigate tm pro missed news weekend busy treating special mo m life like goddess well good follow link see may ha missed weekend click view important announcement opened door awesome offer check send may review day payment upfront obligation like send back wont charged newsletter unsolicited email address subscribed confirmed mailing list wh ich mean someone access email account verified sub cription per email would like stop receiving,0.021274852523487,0.008749145591250854
56,0,apt rh,0,0.02702702702702703,1,1,0,1,repository problem say two synaptic fr package one installed available version different dependency always keep package version lower older distribution ah see non issue rebuild locally dog hi matthias saou,0.009312868691282498,0.0025974025974025974
57,1,blank,1,0.02702702702702703,0,0,0,0,blank,0.00010924186148131964,0.0005468215994531784
58,1,harvest lot mail address quickly,1,0.02702702702702703,0,0,1,0,ed printable dear cpunks cbody bgcolor ffccff ctable border cellpadding cellspacing width ctbody ctr ctd align dmiddle valign dtop ftd ftr ftbody ftable cbr ctable ctbody ctr ctd width ftd ctd bgcolor ecff bordercolor ff width cfont color ff face arial black size nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp want harvest lot email nbsp nbsp address short time ffont cp cb cfont color ff face darial size eeasy email searcher ffont cfont color ff ff face darial size nbsp nbsp nbsp powerful nbsp email nbsp software nbsp nbsp nbsp harvest general email list mail server nbsp nbsp ffont cfont color ff face darial size eeasy email searcher ffont cfont color ff ff face darial size ecan get email ffont fb cfont color ff ff face darial size cb eaddresses directly email server one hour nbsp fb ffont fp cul cli cfont face darial size cb cfont color ff eeasy email searcher ffont fb bit window program mail marketing intended easy convenient search large mail address list mail server program operated window fme nt ffont cli cfont face darial size cb cfont color ff eeasy email searcher ffont fb esupport multi thread connection ffont cli cfont face darial size cb cfont color ff eeasy email searcher ffont fb ability nbsp reconnect mail server server disconnected continue searching point interrupted ffont cli cfont face darial size cb cfont color ff eeasy email searcher ffont fb ergonomic interface easy set simple use ffont fli ful cp cb cfont color ff face darial eeasy email searcher email address searcher bulk mail sender verify email address per minute kbps speed even allows send email valid email address searching save searching progress load resume work convenience need input email address press search button ffont fb fp cp cb cfont color ff face darial cbr ffont cfont face comic sans m size color ff ff every low price nbsp nbsp full version easy email searcher cost ffont cfont face comic sans m size color ff ffont fb fp cp cb cfont color ff face darial size ci eclick following link download demo fi ffont fb fp cp cb cfont color ff face darial size ca href http fwww ewldinfo ecom fdownload femail fnewees ezip edownload site fa ffont fb fp cp cb cfont color ff face darial size ca href http fbestsoft eorg fonlinedown fnewees ezip edownload site fa nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp nbsp ffont fb cfont color face darial size cstrong eif nbsp download program nbsp please copy following link url click enter computer keyboard fstrong ffont fp cp cfont size cfont color face darial size cstrong ehere download link fstrong ffont fp cdiv cp ehttp fwww ewldinfo ecom fdownload femail fnewees ezip fp cp ehttp fbestsoft eorg fonlinedown fnewees ezip fp ffont fdiv cp fp ftd ctd width ftd ftr ctr ctd width ftd ctd bgcolor de width cfont color ffffff face verdana tahoma helvetica sansserif size cb edisclaimer fb cbr ewe strongly continuously sending unsolicited email wish receive special mailing attained service independent rd party overlook list management removal service unsolicited email wish receive mailing please click link ca href mailto aremoval btamail enet ecn target fblank cfont color fdd cb emailto aremoval btamail enet ecn fb ffont fa nbsp ffont cb cfont class ddisclaimer color face darial cbr ethis message commercial advertisement compliant federal state law regarding email message including california business profession code provided subject line adv provide notification commercial advertisement person yr old ffont fb ftd ctd width ftd ftr ftbody ftable cbr deathtospamdeathtospamdeathtospam sf net email sponsored thinkgeek welcome geek heaven http thinkgeek com sf spamassassin sighting mailing list spamassassin sighting list sourceforge net http list sourceforge net list listinfo spamassassin sighting,0.1400753768844221,0.005741626794258373
59,0,ilug ot dell machine giving hassle,0,0.02702702702702703,0,1,0,1,ok iknow blatantly ot beginning go insane old dell dimension xps sitting corner decided put use irish linux user ist,0.0044242953899934455,0.005741626794258373
60,1,annuity lifetime bailout,1,0.0,0,0,1,0,annuity lifetime bailout penalty free withdrawal rated excellent best financial strength year surrender charge call today information loyal integritysm vision annuity please fill form information,0.006882237273323137,0.005194805194805195
61,0,meta forkage,0,0.05405405405405406,1,0,0,1,message dated pm dl silcom com,0.0009012453572208869,0.0019138755980861245
62,0,freak break world record clipping clothespin face pic,1,0.02702702702702703,0,0,0,1,ge today co,0.0002731046537032991,0.009979494190020505
63,0,zzzzteana wacky imam,0,0.02702702702702703,1,1,0,1,sheikh abu hamza al masri maddest mad mullah cartoon bogeyman scare kiddy spent quiet contemplative bank holiday playing child victoria park hackney alternative rather factually based rundown hamza career including belief non muslim yemen murdered,0.009340179156652828,0.003691045796308954
64,0,razor user log problem,0,0.02702702702702703,1,1,0,1,set razor spamassassin keep getting error mail log file razor check mon sep pm rob,0.0032226349136989293,0.0034176349965823645
65,1,cash business already write immediately,1,0.0,0,0,1,0,cash business already write immediately get bonus call marketing today please fill form information,0.004096569805549486,0.007928913192071086
66,0,ouch,0,0.0,1,1,0,1,politician know tell truth odds impeached next monday cdt someone need tell mayor,0.0034138081712912385,0.0009569377990430621
67,0,razor user use undefined value error,0,0.02702702702702703,1,0,0,1,edt installed razor freebsd release box problem razor check time razor check run without argument get,0.004151190736290146,0.007245386192754614
68,1,cheap viagra,1,0.02702702702702703,0,0,1,0,lowest viagra price online largest company specializing prescription viagra weight loss management fda approved medication never easier get viagra physical exam necessary free online consultation fully confidential embarassment appointment secure ordering discreet overnight shipping guaranteed lowest price burn fat lose weight fast phentermine click visit online pharmacy excluded mailing list click automatically deleted future mailing gxic urby,0.01578544898405069,0.001640464798359535
69,1,filter film capacitor,1,0.02702702702702703,0,0,0,0,base,8.193139611098972e-05,0.002870813397129186
70,0,meta forkage,0,0.02702702702702703,1,1,0,0,part rather people use fork place dump expression political belief second although emphasis upon dump rather political mind people advocate nuking gay baby whale jesus make good original argument mind someone attempt notion merely cut pasting page new bit temporal property create add context clarification old bit others thought dave rude disrespectful way influence politician standard way using lobbyist writing check beyond many u standard way extreme,0.019718155997378195,0.0019138755980861245
71,0,satalk tru compile sa,0,0.0,1,0,0,1,new user hopefully sa run compilation error prevent installing rather picking code thought avoid reinventing wheel ask run make get newcomer,0.006909547738693467,0.0038277511961722485
72,0,use perl headline,0,0.02702702702702703,0,0,0,0,blank,0.00010924186148131964,0.004784688995215311
73,0,boycotting yahoo,0,0.0,1,1,0,1,others mailing list status group run others harder deal since many folk dont want deal inconvienence understanding terminated number mailing list yahoogroups many month ago similiar sentiment tried lobbying people move zero success got currently one mailing list going move soon technically possible isp problem basically intend kick yahoogroups good cest wed sep tom,0.016741315272012235,0.0021872863978127134
74,0,razor user viewing trust rating,0,0.02702702702702703,1,0,0,1,hey folk know question get asked lot seen answer lately idea user able view trust rating plan built client web based emailed nightly could share brainstorming subject would greatly appreciate sf net email sponsored,0.009640594275726458,0.005194805194805195
75,0,news,1,0.02702702702702703,0,0,0,1,ew com linux serious competitor said ballmer http rss com com html type pt part rss tag feed subj news,0.0029222197946253002,0.0005468215994531784
76,0,selling wedded bliss ouch,0,0.0,1,1,0,1,alb saying product bundling work good point sometimes wish still ca deserve good beating every often anyone else want honor alb different normal marriage exactly alb woman get man one country alb offspring actual opportunity oh lack alb de feminized sized self centered mercenary minded choice mmkay nth time adam live land adam fantasy woman actually allowed thing productive independent entirely free male counterpart forced cook clean merely sexual vessel sometimes come shock doubt men woman even find love crucial distinction system marry one another satisfaction together know far fetched idealistically crazy thing happen guarantee mother approached father year ago commented cleaning ability motivator marrying would conversation guy still silly antequated idea woman role opportunity finding woman scarce situation great provided everyone aware relationship contractual one want maid dog prostitute pay want country impoverished teeming aid contract versus true love interest marriage egh really need stop analyzing post extent blame law school cat bb alb adam duncan beberg alb http www mithral com beberg alb beberg mithral com best regard bitbitch mailto bitbitch magnesium net hello adam thursday september pm,0.0502239458160367,0.005604921394395078
77,0,satalk one slip,0,0.0,1,0,0,1,ouch although ready give razor yet like see pyzor check sa think even need written perl sa actually calling razor check razor report well dccproc check nothing duplication coding add pyzor problem python much longer startup time perl though may changed recently know partly python never popular cgis matt sf net email sponsored thinkgeek welcome geek heaven http thinkgeek com sf spamassassin talk mailing list spamassassin talk list sourceforge net http list sourceforge net list listinfo spamassassin talk rose bobby,0.019363119947563907,0.0050580997949419
78,0,satalk sighting month,0,0.0,1,1,0,1,ummm somebody noticed spamassassin sighting fourth active list month sighting talk devel together hmmm people know send false negative either lot stuff sa missing people sending spam sent spam either score scored practically nothing like figure people run score less rule need honed catch justin justin shore e s e ssr pittsburg state university network system manager http www pittstate edu ois sf net email sponsored pm theo van dinter,0.01837994319423203,0.0046479835953520164
79,1,blank,1,0.0,0,0,1,0,otc newsletter discover tomorrow winner immediate release cal bay stock added postmaster emailcluster terra com mx,0.0033591872405505786,0.0005468215994531784
80,0,,1,0.02702702702702703,0,0,0,1,join discussion web liveliest talkboards,0.0014201441992571552,0.00041011619958988377
81,0,gov get tough net user er pirate,0,0.0,1,0,0,1,fair use need clarified bit understatement else ever hope finding job working someone make thing people supposed drumroll pay well could damn well get fucking better attitude practically handed job week pissed done helping joined exclusive club sister member joe http xent com mailman listinfo fork adam beberg,0.012972471050906707,0.00656185919343814
82,0,blix told await new order iraq,1,0.02702702702702703,0,0,0,1,latest u britain yesterday told chief un weapon inspector resume inspection iraq new guideline passed,0.0037961546864758574,0.0050580997949419
83,0,razor user fire cloudmark com issue,0,0.0,1,1,0,0,error occurs report signature server know signature want full content basically optimization beyond sure interpret output version vipul jordan wed oct pm rose bobby mean set procmailrc spamtrap getting error also reporting pyzor dcc registering error weird work sometimes oct report honor cloudmark com oct report response sent re err oct report mail orig email special case eng ce dso ffgek,0.01581275944942102,0.006698564593301435
84,0,rhn erratum,0,0.0,0,0,0,1,class,0.00010924186148131964,0.0013670539986329459
85,0,ouch,0,0.0,1,1,0,1,look particularly difficult clearly something hets prostitution taken account let see hets dont go swing club meat market like hmm gay mean hanging bath house cum dumpster listen devine m belt one boy ugh thinking like need bible belt take stock mathematics anyway huckleberry finn cdt agree ya tom kind thinking idiotic sure gay promiscuous hets betcha gay aidsphobic hets generally speaking sun sep tom,0.016987109460345207,0.0010936431989063567
86,0,googlecooking,0,0.0,1,1,0,1,got googlewhacking googlebombing add googlecooking lexicon mother type whatever ingredient hand google pick appealing recipe returned result good idea dude least two year old probably older course catchy phrase call iron chef google garden full bloom summer back dawn would google ingrediants grew come tasty recipe often idea recipe toi make fight hypebuzzword war army one tom iron che tempah wsmf edt fri sep jim whitehead,0.01791566528293642,0.0017771701982228297
87,0,friend palestinian servant government,0,0.02702702702702703,1,0,0,1,gloating one horror file course palestinian mistake key part horror american taxpayer remodeling school honoring killer daisy cutter sure plan renamed settler kill last palestinian year owen john hall,0.009941009394800087,0.007792207792207791
88,0,vox founding father religion,0,0.02702702702702703,1,0,0,1,edt interesting quote http www postfun com pfp worbois html thomas,0.0019390430412934236,0.0046479835953520164
89,0,employment market applied cryptographer employment situation seems lot applied cryptographer currently unemployed tim dierks joseph ex colleague friend asked lead spate recent security consultant sigs plus heard straw poll attender codecon conference earlier year showed close work definitive security industry stats applied crypto people suffering higher rate unemployment general application programmer statistically small sample acquaintance might appear might think physical security push following world political instability worry following sep th would accompanied corresponding information security push jittery company improving disaster recovery lesser extent info sec plan government still harping info war hype national information infrastructure protection u information security czar clarke making grandiose pronouncement industry ought various thing usg spent last year best frustrate industry dumb export law even microsoft decided make play cleaning security act wonder fact cover palladium think likely big play term future control point anti competitive strategy well obviously play home entertainment system space drm however reason perhaps cancelled,0,0.0,1,0,0,1,blank,0.00010924186148131964,0.22624743677375253
90,1,promote business,0,0.0,0,0,1,0,blank,0.00010924186148131964,0.002870813397129186
91,1,credit processing easy,1,0.02702702702702703,0,0,1,0,accept credit card everyone approved credit check,0.0017205593183307842,0.003964456596035544
92,1,best critical illness policy market,1,0.0,0,0,1,0,best critical illness policy market face amount heart attack stroke invasive cancer hiv medical personnel paralysis organ transplant severe burn loss independent living terminal illness kidney failure blindness death cause face amount coronary artery bypass non invasive cancer face amount coronary angioplasty worksite marketing individual sale guaranteed issue group maximum electronic enrollment simplified issue unlimited billing option advance learn please call u today please fill form information,0.016714004806641907,0.0062884483937115515
